time/episodes,rollout/ep_rew_mean,train/actor_loss,time/time_elapsed,time/fps,rollout/ep_len_mean,train/critic_loss,train/n_updates,time/total_timesteps,train/ent_coef
368,421.59168721000003,-286.3811340332031,562,98,150.0,0.018607202917337418,110198,55200,0.002162958960980177
372,422.0643800599999,-286.5897521972656,568,98,150.0,0.018737521022558212,111398,55800,0.002156483242288232
376,422.25952240999993,-286.5655212402344,574,98,150.0,0.019121281802654266,112598,56400,0.002177157672122121
380,422.79399023999997,-286.5556335449219,580,98,150.0,0.018380196765065193,113798,57000,0.002207929966971278
384,423.26570324,-286.58056640625,586,98,150.0,0.01806332916021347,114998,57600,0.002198043279349804
388,423.89883297,-286.4020690917969,592,98,150.0,0.01770300790667534,116198,58200,0.002221336355432868
392,424.7204155900001,-286.569580078125,598,98,150.0,0.018999572843313217,117398,58800,0.002237968845292926
396,425.3465047400001,-286.577880859375,605,98,150.0,0.01717185601592064,118598,59400,0.002208962105214596
400,425.8464684000001,-286.8269958496094,611,98,150.0,0.019364088773727417,119798,60000,0.0022439248859882355
404,426.44285159,-286.8876647949219,617,98,150.0,0.019848965108394623,120998,60600,0.0022593180183321238
408,427.46700702999993,-286.97698974609375,623,98,150.0,0.018017306923866272,122198,61200,0.002269165590405464
412,428.28087144999995,-287.058349609375,630,98,150.0,0.017557812854647636,123398,61800,0.0022688431199640036
416,428.96282504999994,-287.3155517578125,635,98,150.0,0.020019857212901115,124598,62400,0.0022708745673298836
420,429.5748366700001,-287.3487548828125,641,98,150.0,0.019510764628648758,125798,63000,0.0022986766416579485
424,430.07320581,-287.4962158203125,647,98,150.0,0.022693434730172157,126998,63600,0.0023155510425567627
428,430.69894187000006,-287.8446350097656,653,98,150.0,0.020236751064658165,128198,64200,0.0023423254024237394
432,431.02188934,-287.8402404785156,659,98,150.0,0.018995147198438644,129398,64800,0.002387282671406865
436,431.63596514,-288.2239990234375,666,98,150.0,0.021147524937987328,130598,65400,0.002373562892898917
440,431.91935349,-288.3694763183594,672,98,150.0,0.021769288927316666,131798,66000,0.002422443125396967
444,432.4831716499999,-288.7994079589844,678,98,150.0,0.023432545363903046,132998,66600,0.0024365473072975874
448,433.08512214,-289.1521911621094,684,98,150.0,0.01996459998190403,134198,67200,0.002475924091413617
452,433.59818525000003,-289.34918212890625,691,98,150.0,0.019883956760168076,135398,67800,0.0024634459987282753
456,434.38841084,-289.50982666015625,697,98,150.0,0.019022947177290916,136598,68400,0.002429252490401268
460,435.19274049000006,-289.7886962890625,703,98,150.0,0.018093161284923553,137798,69000,0.0024323845282197
464,435.85884744,-289.80621337890625,709,98,150.0,0.022286444902420044,138998,69600,0.002422549296170473
468,436.3468812699999,-290.51300048828125,715,98,150.0,0.02016402781009674,140198,70200,0.0024172193370759487
472,436.95108245999995,-290.6324462890625,721,98,150.0,0.022192198783159256,141398,70800,0.0023929262533783913
476,437.8010748599999,-291.108154296875,727,98,150.0,0.020950637757778168,142598,71400,0.002411747118458152
480,438.19676874000004,-291.20770263671875,733,98,150.0,0.019588328897953033,143798,72000,0.002405746839940548
484,438.6068307399999,-291.44854736328125,739,98,150.0,0.019370224326848984,144998,72600,0.0024319193325936794
488,439.13220646999997,-291.72686767578125,746,98,150.0,0.018007023259997368,146198,73200,0.0024480207357555628
492,439.5851080599999,-292.250732421875,752,98,150.0,0.01930565945804119,147398,73800,0.0024217048194259405
496,439.83956689999997,-292.47589111328125,758,98,150.0,0.01817181333899498,148598,74400,0.0024154370184987783
500,440.28477325999995,-292.49517822265625,764,98,150.0,0.021290335804224014,149798,75000,0.0024269416462630033
504,440.83759905999995,-293.0556945800781,769,98,150.0,0.020102428272366524,150998,75600,0.002444734564051032
508,441.09515597999996,-293.1235046386719,775,98,150.0,0.018740437924861908,152198,76200,0.0024282275699079037
512,441.4404012199999,-293.40863037109375,781,98,150.0,0.018195118755102158,153398,76800,0.002444769721478224
516,441.94235049999986,-293.91778564453125,787,98,150.0,0.017764830961823463,154598,77400,0.0024342676624655724
520,442.28618105999993,-294.04718017578125,793,98,150.0,0.01847962662577629,155798,78000,0.0024540573358535767
524,442.56657762,-294.4969177246094,799,98,150.0,0.017154226079583168,156998,78600,0.0024156051222234964
528,442.91137114,-294.5709228515625,805,98,150.0,0.019824529066681862,158198,79200,0.002377036726102233
532,443.33236995999994,-294.9078674316406,811,98,150.0,0.018550509586930275,159398,79800,0.0024362357798963785
536,443.6602486499999,-294.9124755859375,817,98,150.0,0.02293762005865574,160598,80400,0.002439051168039441
540,444.07701705,-295.209228515625,823,98,150.0,0.01785566657781601,161798,81000,0.0024251961149275303
544,444.4284495,-295.23834228515625,829,98,150.0,0.017182163894176483,162998,81600,0.0024380325339734554
548,444.91850960000005,-295.49871826171875,836,98,150.0,0.015961991623044014,164198,82200,0.002435392700135708
552,445.25374294,-295.570556640625,842,98,150.0,0.02123239077627659,165398,82800,0.0024069231003522873
556,445.58137378999993,-295.76611328125,848,98,150.0,0.01550822239369154,166598,83400,0.002444283338263631
560,445.74748999999997,-296.13348388671875,854,98,150.0,0.01882042922079563,167798,84000,0.0024622713681310415
564,446.01895188,-296.098388671875,860,98,150.0,0.020559340715408325,168998,84600,0.0024448814801871777
568,446.54029907000006,-296.2107238769531,867,98,150.0,0.019622590392827988,170198,85200,0.0024824461434036493
572,446.95526414,-296.260498046875,873,98,150.0,0.017633233219385147,171398,85800,0.00247986800968647
576,447.25554721000003,-296.64263916015625,879,98,150.0,0.016270937398076057,172598,86400,0.0024606308434158564
580,447.49016572999994,-296.8214416503906,885,98,150.0,0.01968080922961235,173798,87000,0.0024554207921028137
584,447.74288545999997,-297.05584716796875,891,98,150.0,0.017777031287550926,174998,87600,0.0024359116796404123
588,447.8451703699999,-296.6943359375,897,98,150.0,0.019010182470083237,176198,88200,0.002444599289447069
592,448.23547759999997,-296.7677917480469,904,98,150.0,0.0201367549598217,177398,88800,0.002436461392790079
596,448.78526402999995,-297.04144287109375,910,98,150.0,0.018093550577759743,178598,89400,0.002427952131256461
600,449.0237014300001,-297.1847839355469,916,98,150.0,0.019591031596064568,179798,90000,0.002428104868158698
604,449.2472659300001,-297.1280517578125,922,98,150.0,0.018964920192956924,180998,90600,0.0024294275790452957
608,449.40443294,-297.14923095703125,928,98,150.0,0.017417967319488525,182198,91200,0.0024427291937172413
612,449.58531274000006,-297.30377197265625,935,98,150.0,0.0161987766623497,183398,91800,0.0024693086743354797
616,449.87428384,-297.107177734375,941,98,150.0,0.015683302655816078,184598,92400,0.002444219309836626
620,450.04104972,-297.1142578125,947,98,150.0,0.019830988720059395,185798,93000,0.002452390268445015
624,450.34809093,-297.3696594238281,953,98,150.0,0.021393394097685814,186998,93600,0.002439479110762477
628,450.75110366,-297.29193115234375,959,98,150.0,0.018239641562104225,188198,94200,0.0024361673276871443
632,450.8945030500001,-297.2244873046875,966,98,150.0,0.018381237983703613,189398,94800,0.0024352080654352903
636,451.13558061,-297.2193908691406,972,98,150.0,0.020639987662434578,190598,95400,0.002403310500085354
640,451.46038735,-297.4186096191406,978,98,150.0,0.019719630479812622,191798,96000,0.0024206058587878942
644,451.68848181,-297.1445617675781,984,98,150.0,0.01822141744196415,192998,96600,0.002394001465290785
648,451.96960622,-297.3811950683594,990,98,150.0,0.020148970186710358,194198,97200,0.0024244235828518867
652,452.19676507,-297.4292907714844,997,98,150.0,0.019027993083000183,195398,97800,0.002409182721748948
656,452.39592221,-297.41571044921875,1003,98,150.0,0.019038669764995575,196598,98400,0.002418952528387308
660,452.56458190000006,-297.6820068359375,1009,98,150.0,0.020174765959382057,197798,99000,0.0024065591860562563
664,452.73705412000004,-297.284912109375,1015,98,150.0,0.018349461257457733,198998,99600,0.002397428499534726
668,452.6706667400002,-297.3900146484375,1021,98,150.0,0.019613729789853096,200198,100200,0.0024044704623520374
672,452.92154718,-297.5268859863281,1027,98,150.0,0.021467244252562523,201398,100800,0.0024220054037868977
676,453.03166842999997,-297.7606506347656,1033,98,150.0,0.01971900276839733,202598,101400,0.002402776386588812
680,453.3796287099999,-297.61572265625,1039,98,150.0,0.02023906633257866,203798,102000,0.0024038066621869802
684,453.40909740999996,-297.52301025390625,1045,98,150.0,0.021018750965595245,204998,102600,0.002429228276014328
688,453.68345767,-297.6895751953125,1051,98,150.0,0.020200831815600395,206198,103200,0.0024081021547317505
692,453.78855232999996,-297.5793151855469,1057,98,150.0,0.01963278092443943,207398,103800,0.0024111757520586252
696,453.91690115999995,-297.56219482421875,1064,98,150.0,0.01884542591869831,208598,104400,0.0024274461902678013
700,454.15474938000006,-297.64715576171875,1070,98,150.0,0.01953819952905178,209798,105000,0.0023886992130428553
704,454.32653283,-297.757080078125,1076,98,150.0,0.01761692948639393,210998,105600,0.0023912007454782724
708,454.53062604,-297.7440490722656,1082,98,150.0,0.016525818035006523,212198,106200,0.002385079860687256
712,454.68497041,-297.9228515625,1088,98,150.0,0.015700940042734146,213398,106800,0.002391849411651492
716,454.74146362999994,-297.97857666015625,1094,98,150.0,0.01653163693845272,214598,107400,0.0023682054597884417
720,455.06145518000005,-298.1542663574219,1100,98,150.0,0.016726655885577202,215798,108000,0.0023742783814668655
724,455.19777747,-298.0594482421875,1106,98,150.0,0.01900004968047142,216998,108600,0.0023605029564350843
728,455.37784440999997,-298.0301208496094,1112,98,150.0,0.0210433192551136,218198,109200,0.0023579075932502747
732,455.60240072999994,-298.07672119140625,1119,98,150.0,0.01782272569835186,219398,109800,0.0023598861880600452
736,455.83684106,-297.8867492675781,1125,98,150.0,0.01916705258190632,220598,110400,0.002336465520784259
740,456.13862057,-298.0663146972656,1131,98,150.0,0.016479410231113434,221798,111000,0.002350414637476206
744,456.3383533299999,-298.1141357421875,1137,98,150.0,0.020820768550038338,222998,111600,0.0023451754823327065
748,456.55032439,-298.1422119140625,1143,98,150.0,0.01771564781665802,224198,112200,0.0023597038816660643
752,456.63991849999996,-298.14813232421875,1150,98,150.0,0.015803825110197067,225398,112800,0.002370236674323678
756,456.79512034999993,-298.1579895019531,1156,98,150.0,0.017724867910146713,226598,113400,0.0023693167604506016
760,456.94904220000006,-298.2759704589844,1162,98,150.0,0.018505562096834183,227798,114000,0.002357450081035495
764,457.10527582000003,-298.34991455078125,1168,98,150.0,0.01664917729794979,228998,114600,0.0023473792243748903
768,457.40555873,-298.42132568359375,1174,98,150.0,0.017662573605775833,230198,115200,0.002355892676860094
772,457.52001575,-298.6018981933594,1180,98,150.0,0.01759728044271469,231398,115800,0.0023287497460842133
776,457.78851231,-298.54095458984375,1187,98,150.0,0.018398646265268326,232598,116400,0.002322473330423236
780,457.77694744,-298.62322998046875,1193,98,150.0,0.016250407323241234,233798,117000,0.0022958500776439905
784,458.3562495099999,-298.60479736328125,1199,98,150.0,0.017272990196943283,234998,117600,0.002321281936019659
788,458.3824357000001,-298.95037841796875,1205,98,150.0,0.01781155914068222,236198,118200,0.002319683087989688
792,458.7101067499999,-299.00177001953125,1211,98,150.0,0.01646120660007,237398,118800,0.002322779968380928
796,458.96810586,-298.9315490722656,1217,98,150.0,0.016695743426680565,238598,119400,0.0023136241361498833
800,459.1914298700001,-298.85992431640625,1223,98,150.0,0.01880977489054203,239798,120000,0.0023175126407295465
804,459.29377592000014,-299.13250732421875,1229,98,150.0,0.017443878576159477,240998,120600,0.002322147833183408
808,459.66694612,-299.0562744140625,1235,98,150.0,0.02049649879336357,242198,121200,0.0023230526130646467
812,459.83695467999996,-299.3682861328125,1241,98,150.0,0.017337605357170105,243398,121800,0.002327498747035861
816,460.1467903,-299.1867980957031,1247,98,150.0,0.014863361604511738,244598,122400,0.002328387927263975
820,460.27915472,-299.3997802734375,1253,98,150.0,0.01871110312640667,245798,123000,0.002312686527147889
824,460.48546842999997,-299.5505065917969,1259,98,150.0,0.018825799226760864,246998,123600,0.00231004785746336
828,460.47806223999993,-299.3719482421875,1265,98,150.0,0.015568259172141552,248198,124200,0.0023484015837311745
832,460.7387098800001,-299.5052185058594,1272,98,150.0,0.017866019159555435,249398,124800,0.002324973000213504
836,460.80109668000006,-299.6043701171875,1278,98,150.0,0.019146671518683434,250598,125400,0.0023115959484130144
840,460.9740327800001,-299.8768615722656,1284,98,150.0,0.018577661365270615,251798,126000,0.0023167163599282503
844,461.16001101,-299.5855712890625,1290,98,150.0,0.022208979353308678,252998,126600,0.002294100122526288
848,461.19760673000013,-299.7090759277344,1296,98,150.0,0.01990477927029133,254198,127200,0.002304625930264592
852,461.38148497,-300.01800537109375,1302,98,150.0,0.01790926419198513,255398,127800,0.0023043127730488777
856,461.4792769499999,-300.050537109375,1309,98,150.0,0.01773000694811344,256598,128400,0.002323094755411148
860,461.61987163,-299.9578857421875,1315,98,150.0,0.0207150150090456,257798,129000,0.002282196655869484
864,461.82283467,-299.71600341796875,1321,98,150.0,0.019570287317037582,258998,129600,0.002281667897477746
868,461.8762532300001,-300.2389831542969,1328,98,150.0,0.018651770427823067,260198,130200,0.0022991455625742674
872,461.98324377000006,-300.0625,1334,98,150.0,0.019650498405098915,261398,130800,0.0022785323671996593
876,462.1231409799999,-300.251708984375,1340,98,150.0,0.01947176456451416,262598,131400,0.0022644982673227787
880,462.34788005999997,-300.0899963378906,1346,98,150.0,0.016672341153025627,263798,132000,0.0022698277607560158
884,462.39357872999994,-300.42437744140625,1352,98,150.0,0.013837461359798908,264998,132600,0.0022810304071754217
888,462.74057836,-300.48358154296875,1358,98,150.0,0.018842320889234543,266198,133200,0.002290507545694709
892,462.8821897200001,-300.40167236328125,1364,98,150.0,0.016896093264222145,267398,133800,0.00227387179620564
896,462.85610634999995,-300.44671630859375,1371,98,150.0,0.020775342360138893,268598,134400,0.002280629239976406
900,462.86427454,-300.61004638671875,1377,98,150.0,0.01665123924612999,269798,135000,0.0022629837039858103
904,463.03439866,-300.78045654296875,1383,98,150.0,0.015611214563250542,270998,135600,0.002276842249557376
908,462.98107705000007,-300.5958251953125,1389,98,150.0,0.020572852343320847,272198,136200,0.0022446708753705025
912,463.12109110999995,-300.49078369140625,1395,98,150.0,0.015104731544852257,273398,136800,0.002244603354483843
916,463.3219829900001,-300.691162109375,1401,98,150.0,0.018663406372070312,274598,137400,0.002244624774903059
920,463.47470440000006,-300.61724853515625,1407,98,150.0,0.015294717624783516,275798,138000,0.0022400591988116503
924,463.49791908,-300.854736328125,1413,98,150.0,0.01531713455915451,276998,138600,0.0022471328265964985
928,463.75914673,-300.86224365234375,1419,98,150.0,0.015600629150867462,278198,139200,0.002244816394522786
932,463.686978,-301.08905029296875,1425,98,150.0,0.01672983542084694,279398,139800,0.0022024193312972784
936,463.74426463000003,-301.0285339355469,1431,98,150.0,0.017037728801369667,280598,140400,0.002224748721346259
940,463.8151583999999,-301.10406494140625,1437,98,150.0,0.01689247228205204,281798,141000,0.0022203121334314346
944,463.81282623000004,-300.9627685546875,1443,98,150.0,0.015642130747437477,282998,141600,0.0022273564245551825
948,463.89594089999997,-301.2716064453125,1450,98,150.0,0.01584012247622013,284198,142200,0.0022218087688088417
952,463.90259775000004,-301.41680908203125,1456,98,150.0,0.017973244190216064,285398,142800,0.002226204378530383
956,464.10213435,-301.20819091796875,1462,98,150.0,0.017250850796699524,286598,143400,0.002210260136052966
960,464.41093105000004,-301.30767822265625,1468,98,150.0,0.016927165910601616,287798,144000,0.0022101833019405603
964,464.58676951999996,-301.52325439453125,1474,98,150.0,0.015842143446207047,288998,144600,0.002191967563703656
968,464.8198967200001,-301.7052001953125,1480,98,150.0,0.01997566409409046,290198,145200,0.002198952017351985
972,464.94121643000005,-301.67364501953125,1486,98,150.0,0.017518537119030952,291398,145800,0.002194763161242008
976,464.98996051999995,-301.573974609375,1492,98,150.0,0.01758989691734314,292598,146400,0.0022121190559118986
980,464.96236631000005,-301.6546630859375,1498,98,150.0,0.0197916142642498,293798,147000,0.0021976616699248552
984,465.16616245,-301.822265625,1504,98,150.0,0.019032778218388557,294998,147600,0.0021802547853440046
988,465.18710333,-301.851318359375,1511,98,150.0,0.019464515149593353,296198,148200,0.002200500341132283
992,465.10533917,-301.8846740722656,1517,98,150.0,0.015729745849967003,297398,148800,0.0021995236165821552
996,465.24911044999993,-301.91107177734375,1523,98,150.0,0.01708277314901352,298598,149400,0.0022160664666444063
1000,465.3247249799999,-302.04766845703125,1529,98,150.0,0.01913028582930565,299798,150000,0.0021870529744774103
1004,465.26291777000006,-302.17816162109375,1535,98,150.0,0.01654587872326374,300998,150600,0.0021889216732233763
1008,465.44345741000006,-302.1553955078125,1541,98,150.0,0.016898060217499733,302198,151200,0.002199979964643717
1012,465.3964725500001,-302.15338134765625,1547,98,150.0,0.017282607033848763,303398,151800,0.0021707990672439337
1016,465.50534698999996,-302.33001708984375,1553,98,150.0,0.017624199390411377,304598,152400,0.0021747942082583904
1020,465.53956323,-302.35003662109375,1559,98,150.0,0.016517087817192078,305798,153000,0.0021792619954794645
1024,465.6938548499999,-302.6171875,1565,98,150.0,0.0192161463201046,306998,153600,0.0021617484744638205
1028,465.69747658999995,-302.4705810546875,1572,98,150.0,0.018006684258580208,308198,154200,0.002189846709370613
1032,465.99363929,-302.877197265625,1578,98,150.0,0.01834331452846527,309398,154800,0.002175196772441268
1036,466.16978165999996,-302.64703369140625,1584,98,150.0,0.017074203118681908,310598,155400,0.0021609743125736713
1040,466.2732255699999,-302.8388671875,1590,98,150.0,0.015876391902565956,311798,156000,0.0021591573022305965
1044,466.47838376,-303.05218505859375,1596,98,150.0,0.015392269007861614,312998,156600,0.002177587477490306
1048,466.58807225000004,-303.0101013183594,1602,98,150.0,0.01735905185341835,314198,157200,0.002162244403734803
1052,466.79353071,-303.05255126953125,1608,98,150.0,0.018939366564154625,315398,157800,0.00216714502312243
1056,466.90787596999996,-303.0623779296875,1614,98,150.0,0.01738555170595646,316598,158400,0.0021786531433463097
1060,467.0174056000001,-303.2379455566406,1620,98,150.0,0.016428951174020767,317798,159000,0.0021739823278039694
1064,466.96929419,-303.58416748046875,1626,98,150.0,0.017864536494016647,318998,159600,0.002159282099455595
1068,466.88979600000005,-303.3182678222656,1633,98,150.0,0.01581902615725994,320198,160200,0.002160903299227357
1072,466.80578375,-303.57452392578125,1639,98,150.0,0.017932305112481117,321398,160800,0.002148566534742713
1076,466.86208686,-303.40887451171875,1645,98,150.0,0.019236387684941292,322598,161400,0.0021633198484778404
1080,466.77287929,-303.53936767578125,1651,98,150.0,0.019867992028594017,323798,162000,0.0021327331196516752
1084,466.75408945000004,-303.63720703125,1657,98,150.0,0.018614431843161583,324998,162600,0.0021397676318883896
